ID,segment
test-35441,0.22855158730158728
test-35442,0.07
test-35443,0.39
test-35444,0.05
test-35445,0.09
test-35446,0.08
test-35447,0.09772019313874589
test-35448,0.05
test-35449,0.0
test-3545,0.06
test-35450,0.02
test-35451,0.12
test-35452,0.021333333333333333
test-35453,0.11
test-35454,0.04
test-35455,0.0
test-35456,0.18
test-35457,0.26
test-35458,0.0
test-35459,0.03004761904761905
test-3546,0.15
test-35460,0.0
test-35461,0.23
test-35462,0.06
test-35463,0.02
test-35464,0.044303723016483235
test-35465,0.02
test-35466,0.02
test-35467,0.04
test-35468,0.24
test-35469,0.02
test-3547,0.02
test-35470,0.15
test-35471,0.24
test-35472,0.07
test-35473,0.15
test-35474,0.0
test-35475,0.01
test-35476,0.03
test-35477,0.0
test-35478,0.12
test-35479,0.07
test-3548,0.08242009284261659
test-35480,0.05
test-35481,0.07
test-35482,0.27
test-35483,0.05
test-35484,0.04
test-35485,0.09
test-35486,0.01
test-35487,0.3
test-35488,0.28
test-35489,0.14
test-3549,0.05
test-35490,0.0
test-35491,0.039827168677065636
test-35492,0.07
test-35493,0.09
test-35494,0.03
test-35495,0.03
test-35496,0.04
test-35497,0.0
test-35498,0.12
test-35499,0.05
test-355,0.02
test-3550,0.08
test-35500,0.35
test-35501,0.08
test-35502,0.02
test-35503,0.21
test-35504,0.08266944619947916
test-35505,0.09
test-35506,0.03
test-35507,0.11
test-35508,0.0
test-35509,0.07
test-3551,0.2
test-35510,0.01
test-35511,0.13
test-35512,0.09772019313874589
test-35513,0.05
test-35514,0.08
test-35515,0.048688140431420494
test-35516,0.02
test-35517,0.09
test-35518,0.08266944619947916
test-35519,0.12
test-3552,0.06
test-35520,0.0
test-35521,0.12
test-35522,0.03
test-35523,0.0
test-35524,0.01
test-35525,0.14
test-35526,0.012666666666666666
test-35527,0.05789147431017803
test-35528,0.01
test-35529,0.12
test-3553,0.07619375149792984
test-35530,0.1
test-35531,0.07
test-35532,0.23
test-35533,0.28
test-35534,0.19
test-35535,0.12
test-35536,0.04
test-35537,0.0
test-35538,0.04
test-35539,0.08
test-3554,0.25
test-35540,0.08
test-35541,0.15
test-35542,0.22
test-35543,0.12
test-35544,0.15
test-35545,0.08
test-35546,0.08
test-35547,0.06
test-35548,0.12
test-35549,0.01
test-3555,0.0
test-35550,0.09
test-35551,0.2306666666666666
test-35552,0.25
test-35553,0.03
test-35554,0.11
test-35555,0.19
test-35556,0.13
test-35557,0.11
test-35558,0.06
test-35559,0.07620629470538817
test-3556,0.14
test-35560,0.06
test-35561,0.03
test-35562,0.09
test-35563,0.01
test-35564,0.03
test-35565,0.18
test-35566,0.0
test-35567,0.11
test-35568,0.23
test-35569,0.15
test-3557,0.03
test-35570,0.11
test-35571,0.25
test-35572,0.03
test-35573,0.12
test-35574,0.19
test-35575,0.12
test-35576,0.07
test-35577,0.05
test-35578,0.22
test-35579,0.25
test-3558,0.09
test-35580,0.0
test-35581,0.19
test-35582,0.0
test-35583,0.09
test-35584,0.145
test-35585,0.04131725656970357
test-35586,0.2
test-35587,0.06
test-35588,0.0
test-35589,0.34
test-3559,0.04960703537457412
test-35590,0.21
test-35591,0.14
test-35592,0.06
test-35593,0.01
test-35594,0.04
test-35595,0.11
test-35596,0.0
test-35597,0.21
test-35598,0.06
test-35599,0.0
test-356,0.0506571742058792
test-3560,0.01
test-35600,0.01
test-35601,0.13
test-35602,0.37
test-35603,0.33
test-35604,0.18
test-35605,0.29
test-35606,0.27
test-35607,0.16
test-35608,0.1
test-35609,0.0
test-3561,0.33
test-35610,0.08
test-35611,0.09
test-35612,0.24
test-35613,0.03
test-35614,0.13
test-35615,0.03
test-35616,0.26
test-35617,0.06
test-35618,0.01
test-35619,0.02
test-3562,0.01
test-35620,0.19
test-35621,0.11
test-35622,0.12
test-35623,0.06665961884743513
test-35624,0.03
test-35625,0.01
test-35626,0.31
test-35627,0.3
test-35628,0.37
test-35629,0.02
test-3563,0.02
test-35630,0.0
test-35631,0.06
test-35632,0.05
test-35633,0.06
test-35634,0.02
test-35635,0.02
test-35636,0.1
test-35637,0.03
test-35638,0.12
test-35639,0.14
test-3564,0.0
test-35640,0.0
test-35641,0.02
test-35642,0.18
test-35643,0.45
test-35644,0.01
test-35645,0.01
test-35646,0.15
test-35647,0.0
test-35648,0.0
test-35649,0.23
test-3565,0.0
test-35650,0.01
test-35651,0.03
test-35652,0.09
test-35653,0.03
test-35654,0.2443333333333333
test-35655,0.16
test-35656,0.02
test-35657,0.05
test-35658,0.15
test-35659,0.03
test-3566,0.01
test-35660,0.19
test-35661,0.21
test-35662,0.0
test-35663,0.01
test-35664,0.08242009284261659
test-35665,0.2
test-35666,0.03
test-35667,0.02
test-35668,0.24
test-35669,0.26
test-3567,0.03
test-35670,0.44499999999999984
test-35671,0.19
test-35672,0.03
test-35673,0.05589545386154447
test-35674,0.0
test-35675,0.0
test-35676,0.2
test-35677,0.12
test-35678,0.07
test-35679,0.11
test-3568,0.02
test-35680,0.06
test-35681,0.03
test-35682,0.0
test-35683,0.04
test-35684,0.06
test-35685,0.0
test-35686,0.08
test-35687,0.02
test-35688,0.06
test-35689,0.07
test-3569,0.18
test-35690,0.06
test-35691,0.0
test-35692,0.0
test-35693,0.0
test-35694,0.008
test-35695,0.12
test-35696,0.21
test-35697,0.04
test-35698,0.08
test-35699,0.25
test-357,0.25
test-3570,0.25
test-35700,0.0
test-35701,0.0
test-35702,0.0
test-35703,0.18
test-35704,0.01
test-35705,0.16
test-35706,0.09
test-35707,0.17
test-35708,0.0
test-35709,0.16
test-3571,0.17
test-35710,0.0
test-35711,0.15
test-35712,0.12
test-35713,0.02
test-35714,0.05
test-35715,0.09
test-35716,0.25
test-35717,0.05
test-35718,0.27
test-35719,0.0
test-3572,0.19
test-35720,0.04960703537457412
test-35721,0.01
test-35722,0.11
test-35723,0.34
test-35724,0.1
test-35725,0.11
test-35726,0.0
test-35727,0.1
test-35728,0.07
test-35729,0.0
test-3573,0.02
test-35730,0.05082057651299055
test-35731,0.31
test-35732,0.0
test-35733,0.18
test-35734,0.01
test-35735,0.07620629470538817
test-35736,0.21
test-35737,0.09
test-35738,0.34
test-35739,0.048688140431420494
test-3574,0.15
test-35740,0.08879331495747843
test-35741,0.0
test-35742,0.02
test-35743,0.08
test-35744,0.38
test-35745,0.14
test-35746,0.0
test-35747,0.0
test-35748,0.14
test-35749,0.21
test-3575,0.01
test-35750,0.07
test-35751,0.0
test-35752,0.05
test-35753,0.03
test-35754,0.13
test-35755,0.03
test-35756,0.01
test-35757,0.1403235285182653
test-35758,0.24
test-35759,0.04
test-3576,0.385
test-35760,0.047703964763834435
test-35761,0.14803352203352196
test-35762,0.02
test-35763,0.16
test-35764,0.02
test-35765,0.04
test-35766,0.0
test-35767,0.09
test-35768,0.14
test-35769,0.08
test-3577,0.09
test-35770,0.02
test-35771,0.15
test-35772,0.13
test-35773,0.3
test-35774,0.0
test-35775,0.27
test-35776,0.04
test-35777,0.11
test-35778,0.077
test-35779,0.07
test-3578,0.05
test-35780,0.14
test-35781,0.04
test-35782,0.06
test-35783,0.05227196034065655
test-35784,0.13
test-35785,0.09
test-35786,0.03
test-35787,0.21
test-35788,0.15
test-35789,0.19
test-3579,0.04
test-35790,0.24
test-35791,0.05
test-35792,0.2
test-35793,0.22
test-35794,0.07
test-35795,0.03
test-35796,0.02
test-35797,0.16666666666666663
test-35798,0.12
test-35799,0.26
test-358,0.03
test-3580,0.01
test-35800,0.17
test-35801,0.03
test-35802,0.04838511504541482
test-35803,0.04
test-35804,0.05
test-35805,0.14
test-35806,0.01
test-35807,0.01
test-35808,0.044303723016483235
test-35809,0.18
test-3581,0.0
test-35810,0.18
test-35811,0.0
test-35812,0.0
test-35813,0.05
test-35814,0.32
test-35815,0.2
test-35816,0.0
test-35817,0.0
test-35818,0.0
test-35819,0.08
test-3582,0.05
test-35820,0.0
test-35821,0.03
test-35822,0.03
test-35823,0.03
test-35824,0.01
test-35825,0.19
test-35826,0.03
test-35827,0.07872368691784638
test-35828,0.13
test-35829,0.14
test-3583,0.19
test-35830,0.02
test-35831,0.05
test-35832,0.008
test-35833,0.05
test-35834,0.01
test-35835,0.0
test-35836,0.28
test-35837,0.05
test-35838,0.01
test-35839,0.23
test-3584,0.17
test-35840,0.17
test-35841,0.06914126820345295
test-35842,0.01
test-35843,0.1
test-35844,0.08
test-35845,0.06
test-35846,0.0
test-35847,0.37
test-35848,0.11
test-35849,0.43
test-3585,0.0
test-35850,0.08
test-35851,0.19
test-35852,0.0
test-35853,0.0
test-35854,0.09
test-35855,0.02
test-35856,0.0
test-35857,0.02
test-35858,0.058666666666666666
test-35859,0.0506571742058792
test-3586,0.01
test-35860,0.06487725427882218
test-35861,0.11
test-35862,0.05
test-35863,0.15
test-35864,0.08
test-35865,0.07
test-35866,0.05
test-35867,0.17
test-35868,0.41
test-35869,0.09
test-3587,0.08236904761904762
test-35870,0.0
test-35871,0.04880364970813191
test-35872,0.17
test-35873,0.15
test-35874,0.01
test-35875,0.0
test-35876,0.13
test-35877,0.06
test-35878,0.14619229163957587
test-35879,0.0
test-3588,0.02
test-35880,0.006049894144338781
test-35881,0.03
test-35882,0.07
test-35883,0.18
test-35884,0.17
test-35885,0.2
test-35886,0.14
test-35887,0.07
test-35888,0.05
test-35889,0.07
test-3589,0.08300219836508001
test-35890,0.17
test-35891,0.03
test-35892,0.02
test-35893,0.053701157645553436
test-35894,0.16
test-35895,0.04
test-35896,0.03
test-35897,0.14
test-35898,0.09
test-35899,0.11416666666666668
test-359,0.08
test-3590,0.16
test-35900,0.0
test-35901,0.13
test-35902,0.19
test-35903,0.04
test-35904,0.16
test-35905,0.0
test-35906,0.08
test-35907,0.11
test-35908,0.04
test-35909,0.0
test-3591,0.14
test-35910,0.02
test-35911,0.3
test-35912,0.06914126820345295
test-35913,0.1
test-35914,0.04
test-35915,0.01
test-35916,0.04670843022511611
test-35917,0.31
test-35918,0.07
test-35919,0.0
test-3592,0.3
test-35920,0.0
test-35921,0.02
test-35922,0.0
test-35923,0.29
test-35924,0.13
test-35925,0.13
test-35926,0.06
test-35927,0.01
test-35928,0.0
test-35929,0.13
test-3593,0.0
test-35930,0.01
test-35931,0.02
test-35932,0.06
test-35933,0.33
test-35934,0.11
test-35935,0.2
test-35936,0.0
test-35937,0.07
test-35938,0.02
test-35939,0.06352380952380952
test-3594,0.01
test-35940,0.0
test-35941,0.05
test-35942,0.09
test-35943,0.03
test-35944,0.02
test-35945,0.04
test-35946,0.01
test-35947,0.05
test-35948,0.0
test-35949,0.02
test-3595,0.01
test-35950,0.22
test-35951,0.24
test-35952,0.26
test-35953,0.09
test-35954,0.42
test-35955,0.0
test-35956,0.08
test-35957,0.08
test-35958,0.12
test-35959,0.03
test-3596,0.0
test-35960,0.09
test-35961,0.23
test-35962,0.07
test-35963,0.27
test-35964,0.059846418730364316
test-35965,0.08
test-35966,0.0
test-35967,0.19
test-35968,0.0
test-35969,0.27
test-3597,0.2282857142857143
test-35970,0.08
test-35971,0.21
test-35972,0.24
test-35973,0.1
test-35974,0.0
test-35975,0.03
test-35976,0.24
test-35977,0.0
test-35978,0.26
test-35979,0.12
test-3598,0.0
test-35980,0.16
test-35981,0.01
test-35982,0.0
test-35983,0.21
test-35984,0.48228571428571426
test-35985,0.0
test-35986,0.05
test-35987,0.03
test-35988,0.0
test-35989,0.09
test-3599,0.01
test-35990,0.0
test-35991,0.04
test-35992,0.1
test-35993,0.01
test-35994,0.27
test-35995,0.06733585606147993
test-35996,0.16
test-35997,0.01
test-35998,0.03
test-35999,0.01
test-36,0.17
test-360,0.1
test-3600,0.04838511504541482
test-36000,0.05082057651299055
test-36001,0.13
test-36002,0.07
test-36003,0.07
test-36004,0.21
test-36005,0.43
test-36006,0.28
test-36007,0.04
test-36008,0.053701157645553436
test-36009,0.17
test-3601,0.27
test-36010,0.08757317997684753
test-36011,0.0
test-36012,0.01
test-36013,0.21
test-36014,0.07
test-36015,0.0
test-36016,0.21
test-36017,0.0
test-36018,0.2
test-36019,0.03
test-3602,0.05270259690315471
test-36020,0.26
test-36021,0.17878571428571427
test-36022,0.06
test-36023,0.0
test-36024,0.21
test-36025,0.04
test-36026,0.0
test-36027,0.03
test-36028,0.02
test-36029,0.02
test-3603,0.0
test-36030,0.03
test-36031,0.07
test-36032,0.18
test-36033,0.31
test-36034,0.0
test-36035,0.05
test-36036,0.06935404075997852
test-36037,0.15
test-36038,0.02
test-36039,0.0
test-3604,0.11
test-36040,0.21
test-36041,0.24
test-36042,0.17
test-36043,0.13
test-36044,0.26
test-36045,0.0
test-36046,0.01
test-36047,0.02
test-36048,0.07
test-36049,0.24
test-3605,0.18
test-36050,0.15
test-36051,0.01
test-36052,0.42
test-36053,0.14
test-36054,0.15
test-36055,0.0
test-36056,0.04
test-36057,0.02
test-36058,0.02
test-36059,0.23
test-3606,0.07
test-36060,0.47
test-36061,0.0
test-36062,0.03
test-36063,0.18
test-36064,0.01
test-36065,0.0
test-36066,0.03720958377372807
test-36067,0.15
test-36068,0.36
test-36069,0.0506571742058792
test-3607,0.12
test-36070,0.22
test-36071,0.02
test-36072,0.02
test-36073,0.03
test-36074,0.29
test-36075,0.06
test-36076,0.05
test-36077,0.04
test-36078,0.01
test-36079,0.18
test-3608,0.01
test-36080,0.03
test-36081,0.18
test-36082,0.25
test-36083,0.04
test-36084,0.3
test-36085,0.01
test-36086,0.05
test-36087,0.01
test-36088,0.05
test-36089,0.11
test-3609,0.16
test-36090,0.14
test-36091,0.08
test-36092,0.12
test-36093,0.13
test-36094,0.09
test-36095,0.0
test-36096,0.0
test-36097,0.06
test-36098,0.51
test-36099,0.04
test-361,0.07
test-3610,0.028333333333333335
test-36100,0.04
test-36101,0.03
test-36102,0.04
test-36103,0.09
test-36104,0.34
test-36105,0.27
test-36106,0.1
test-36107,0.19
test-36108,0.18
test-36109,0.08806117316213197
test-3611,0.17
test-36110,0.12
test-36111,0.01
test-36112,0.26
test-36113,0.08
test-36114,0.01
test-36115,0.22
test-36116,0.03
test-36117,0.16
test-36118,0.01
test-36119,0.45
test-3612,0.0
test-36120,0.13
test-36121,0.19
test-36122,0.04
test-36123,0.12
test-36124,0.04
test-36125,0.16
test-36126,0.0
test-36127,0.07
test-36128,0.6396666666666666
test-36129,0.09
test-3613,0.2
test-36130,0.02
test-36131,0.12307142857142857
test-36132,0.08109086828204476
test-36133,0.11
test-36134,0.0
test-36135,0.06
test-36136,0.28
test-36137,0.0
test-36138,0.08
test-36139,0.059846418730364316
test-3614,0.2
test-36140,0.09150127650127649
test-36141,0.05
test-36142,0.34
test-36143,0.07
test-36144,0.11
test-36145,0.18
test-36146,0.14
test-36147,0.0
test-36148,0.0
test-36149,0.08393603983735563
test-3615,0.0
test-36150,0.048688140431420494
test-36151,0.1
test-36152,0.12
test-36153,0.0
test-36154,0.051094848684734816
test-36155,0.19
test-36156,0.0
test-36157,0.11
test-36158,0.04
test-36159,0.0
test-3616,0.06
test-36160,0.35
test-36161,0.26
test-36162,0.0
test-36163,0.07
test-36164,0.25
test-36165,0.02
test-36166,0.28
test-36167,0.17
test-36168,0.0
test-36169,0.14
test-3617,0.07
test-36170,0.15
test-36171,0.03
test-36172,0.36
test-36173,0.0
test-36174,0.22
test-36175,0.17
test-36176,0.15
test-36177,0.075
test-36178,0.36
test-36179,0.02
test-3618,0.18
test-36180,0.17
test-36181,0.09
test-36182,0.04
test-36183,0.09
test-36184,0.29
test-36185,0.0
test-36186,0.03
test-36187,0.05453691514476548
test-36188,0.22
test-36189,0.11
test-3619,0.07
test-36190,0.09
test-36191,0.02
test-36192,0.0
test-36193,0.2
test-36194,0.2
test-36195,0.07
test-36196,0.11
test-36197,0.01
test-36198,0.18124783549783552
test-36199,0.01
test-362,0.2
test-3620,0.01
test-36200,0.17
test-36201,0.0
test-36202,0.1
test-36203,0.05543947726714591
test-36204,0.0
test-36205,0.16
test-36206,0.1
test-36207,0.0
test-36208,0.33
test-36209,0.19
test-3621,0.0
test-36210,0.04
test-36211,0.03
test-36212,0.07
test-36213,0.37
test-36214,0.02
test-36215,0.13
test-36216,0.12
test-36217,0.07
test-36218,0.2
test-36219,0.07
test-3622,0.16
test-36220,0.32
test-36221,0.34
test-36222,0.04
test-36223,0.07
test-36224,0.0
test-36225,0.0
test-36226,0.13
test-36227,0.16
test-36228,0.04
test-36229,0.13
test-3623,0.19
test-36230,0.08
test-36231,0.01
test-36232,0.12
test-36233,0.0
test-36234,0.12
test-36235,0.19
test-36236,0.21
test-36237,0.18
test-36238,0.12
test-36239,0.03
test-3624,0.25
test-36240,0.0
test-36241,0.03
test-36242,0.11
test-36243,0.12
test-36244,0.11
test-36245,0.1
test-36246,0.1
test-36247,0.04
test-36248,0.34
test-36249,0.03
test-3625,0.07
test-36250,0.08
test-36251,0.02
test-36252,0.25
test-36253,0.19
test-36254,0.36
test-36255,0.13
test-36256,0.18
test-36257,0.0
test-36258,0.05
test-36259,0.23
test-3626,0.08879331495747843
test-36260,0.12
test-36261,0.01
test-36262,0.07
test-36263,0.0
test-36264,0.0
test-36265,0.0
test-36266,0.06
test-36267,0.04
test-36268,0.14
test-36269,0.07
test-3627,0.13
test-36270,0.13
test-36271,0.01
test-36272,0.16
test-36273,0.040552446369301304
test-36274,0.005
test-36275,0.0
test-36276,0.15
test-36277,0.06
test-36278,0.26
test-36279,0.16
test-3628,0.08393603983735563
test-36280,0.02
test-36281,0.17
test-36282,0.32
test-36283,0.09
test-36284,0.05
test-36285,0.0
test-36286,0.36
test-36287,0.0
test-36288,0.1170723622782446
test-36289,0.049525201650850253
test-3629,0.19
test-36290,0.02
test-36291,0.17
test-36292,0.08
test-36293,0.02
test-36294,0.04
test-36295,0.0
test-36296,0.0
test-36297,0.0
test-36298,0.0
test-36299,0.22484607059607048
test-363,0.09
test-3630,0.12406806102394331
test-36300,0.0
test-36301,0.04
test-36302,0.1
test-36303,0.04
test-36304,0.0
test-36305,0.17
test-36306,0.0
test-36307,0.06
test-36308,0.3
test-36309,0.03
test-3631,0.47016666666666673
test-36310,0.04
test-36311,0.24
test-36312,0.05
test-36313,0.02
test-36314,0.06
test-36315,0.04
test-36316,0.01
test-36317,0.02
test-36318,0.13
test-36319,0.01
test-3632,0.08
test-36320,0.1
test-36321,0.17
test-36322,0.14
test-36323,0.25
test-36324,0.18
test-36325,0.04
test-36326,0.01
test-36327,0.23
test-36328,0.23
test-36329,0.16
test-3633,0.12
test-36330,0.048688140431420494
test-36331,0.07
test-36332,0.25
test-36333,0.06
test-36334,0.02
test-36335,0.01
test-36336,0.18
test-36337,0.01
test-36338,0.04
test-36339,0.01
test-3634,0.22
test-36340,0.28
test-36341,0.07
test-36342,0.03
test-36343,0.3
test-36344,0.29
test-36345,0.0
test-36346,0.06
test-36347,0.01
test-36348,0.21
test-36349,0.17
test-3635,0.09
test-36350,0.1136406720538576
test-36351,0.01
test-36352,0.03
test-36353,0.19
test-36354,0.02
test-36355,0.03
test-36356,0.02
test-36357,0.29
test-36358,0.01
test-36359,0.02
test-3636,0.27
test-36360,0.28
test-36361,0.02
test-36362,0.01
test-36363,0.0
test-36364,0.09
test-36365,0.0
test-36366,0.11
test-36367,0.18
test-36368,0.08
test-36369,0.5129682539682541
test-3637,0.02
test-36370,0.04838511504541482
test-36371,0.15
test-36372,0.01
test-36373,0.04
test-36374,0.01
test-36375,0.05
test-36376,0.14032488736506118
test-36377,0.27
test-36378,0.06
test-36379,0.06
test-3638,0.18
test-36380,0.15
test-36381,0.08
test-36382,0.07
test-36383,0.3
test-36384,0.09
test-36385,0.14
test-36386,0.13
test-36387,0.11
test-36388,0.01
test-36389,0.18
test-3639,0.14
test-36390,0.19
test-36391,0.09
test-36392,0.03
test-36393,0.0
test-36394,0.12
test-36395,0.04
test-36396,0.0
test-36397,0.04
test-36398,0.2
test-36399,0.07
test-364,0.02
test-3640,0.17
test-36400,0.11
test-36401,0.07
test-36402,0.18
test-36403,0.3
test-36404,0.0
test-36405,0.0
test-36406,0.04
test-36407,0.04
test-36408,0.35
test-36409,0.05
test-3641,0.13
test-36410,0.04
test-36411,0.13260041025366098
test-36412,0.04
test-36413,0.25
test-36414,0.06935404075997852
test-36415,0.0
test-36416,0.1
test-36417,0.09
test-36418,0.01
test-36419,0.03
test-3642,0.0
test-36420,0.16
test-36421,0.0
test-36422,0.0
test-36423,0.02
test-36424,0.02
test-36425,0.08
test-36426,0.04
test-36427,0.18
test-36428,0.11
test-36429,0.02
test-3643,0.0
test-36430,0.02333333333333333
test-36431,0.06665961884743513
test-36432,0.06
test-36433,0.16
test-36434,0.03
test-36435,0.02
test-36436,0.05
test-36437,0.07
test-36438,0.13
test-36439,0.21
test-3644,0.0
test-36440,0.12
test-36441,0.0
test-36442,0.0
test-36443,0.11116666666666668
test-36444,0.27
test-36445,0.4
test-36446,0.0684665801807032
test-36447,0.06733585606147993
test-36448,0.07
test-36449,0.23
test-3645,0.13
test-36450,0.11
test-36451,0.04
test-36452,0.18
test-36453,0.32
test-36454,0.04
test-36455,0.15
test-36456,0.0
test-36457,0.18
test-36458,0.18
test-36459,0.01
test-3646,0.11
test-36460,0.12
test-36461,0.04
test-36462,0.11
test-36463,0.34
test-36464,0.14
test-36465,0.21
test-36466,0.06
test-36467,0.01
test-36468,0.11
test-36469,0.1
test-3647,0.0
test-36470,0.04
test-36471,0.13
test-36472,0.0
test-36473,0.0
test-36474,0.36
test-36475,0.26
test-36476,0.01
test-36477,0.4
test-36478,0.039208135447653426
test-36479,0.13
test-3648,0.11
test-36480,0.23
test-36481,0.05
test-36482,0.2
test-36483,0.02
test-36484,0.04
test-36485,0.03
test-36486,0.0
test-36487,0.01
test-36488,0.02
test-36489,0.37
test-3649,0.0
test-36490,0.18
test-36491,0.07
test-36492,0.12557706182706183
test-36493,0.12
test-36494,0.0
test-36495,0.14
test-36496,0.05
test-36497,0.31
test-36498,0.15
test-36499,0.03
test-365,0.07
test-3650,0.27
test-36500,0.24
test-36501,0.0
test-36502,0.2
test-36503,0.31
test-36504,0.06
test-36505,0.06
test-36506,0.02
test-36507,0.05
test-36508,0.07
test-36509,0.05
test-3651,0.21
test-36510,0.03
test-36511,0.23
test-36512,0.11
test-36513,0.12
test-36514,0.23
test-36515,0.02
test-36516,0.05
test-36517,0.14
test-36518,0.1
test-36519,0.07
test-3652,0.02
test-36520,0.17
test-36521,0.03
test-36522,0.05543947726714591
test-36523,0.14
test-36524,0.11
test-36525,0.14
test-36526,0.05
test-36527,0.01
test-36528,0.01
test-36529,0.05
test-3653,0.15
test-36530,0.02
test-36531,0.11
test-36532,0.01
test-36533,0.03
test-36534,0.0
test-36535,0.0
test-36536,0.11
test-36537,0.01
test-36538,0.01
test-36539,0.25
test-3654,0.04
test-36540,0.13
test-36541,0.16
test-36542,0.04
test-36543,0.0
test-36544,0.26709992784992787
test-36545,0.07
test-36546,0.02
test-36547,0.03
test-36548,0.06
test-36549,0.09772019313874589
test-3655,0.0
test-36550,0.34
test-36551,0.01
test-36552,0.006018784706865201
test-36553,0.09
test-36554,0.02
test-36555,0.04
test-36556,0.15
test-36557,0.11
test-36558,0.03
test-36559,0.22
test-3656,0.07
test-36560,0.07
test-36561,0.04
test-36562,0.05
test-36563,0.01
test-36564,0.11
test-36565,0.02
test-36566,0.0
test-36567,0.0
test-36568,0.0
test-36569,0.24
test-3657,0.01
test-36570,0.13
test-36571,0.0
test-36572,0.22
test-36573,0.05
test-36574,0.01
test-36575,0.08
test-36576,0.07510052797648463
test-36577,0.01
test-36578,0.01
test-36579,0.03
test-3658,0.09
test-36580,0.16
test-36581,0.46
test-36582,0.08
test-36583,0.2
test-36584,0.16
test-36585,0.06
test-36586,0.11
test-36587,0.1
test-36588,0.0
test-36589,0.07620629470538817
test-3659,0.0
test-36590,0.05
test-36591,0.0
test-36592,0.07
test-36593,0.13
test-36594,0.13
test-36595,0.06
test-36596,0.01
test-36597,0.02
test-36598,0.0
test-36599,0.0
test-366,0.03
test-3660,0.0
test-36600,0.03
test-36601,0.3
test-36602,0.0
test-36603,0.02
test-36604,0.27
test-36605,0.03
test-36606,0.21
test-36607,0.05805460377313469
test-36608,0.01
test-36609,0.06
test-3661,0.05017071451131642
test-36610,0.15
test-36611,0.06
test-36612,0.1
test-36613,0.29
test-36614,0.07620629470538817
test-36615,0.18
test-36616,0.04
test-36617,0.09
test-36618,0.45
test-36619,0.02
test-3662,0.1
test-36620,0.0
test-36621,0.10073809523809524
test-36622,0.48
test-36623,0.13
test-36624,0.01
test-36625,0.08
test-36626,0.01
test-36627,0.02
test-36628,0.0
test-36629,0.26
test-3663,0.07
test-36630,0.12
test-36631,0.11
test-36632,0.03
test-36633,0.0
test-36634,0.0
test-36635,0.03
test-36636,0.03
test-36637,0.08
test-36638,0.06625843062614833
test-36639,0.09
test-3664,0.10786157804748775
test-36640,0.0
test-36641,0.07
test-36642,0.12
test-36643,0.14
test-36644,0.14
test-36645,0.0
test-36646,0.02
test-36647,0.01
test-36648,0.22
test-36649,0.12
test-3665,0.0
test-36650,0.24
test-36651,0.33
test-36652,0.31
test-36653,0.28
test-36654,0.17
test-36655,0.32
test-36656,0.02
test-36657,0.08
test-36658,0.17
test-36659,0.03
test-3666,0.05
test-36660,0.08806117316213197
test-36661,0.0
test-36662,0.41
test-36663,0.07
test-36664,0.23
test-36665,0.0
test-36666,0.01
test-36667,0.23816666666666664
test-36668,0.14
test-36669,0.03
test-3667,0.21
test-36670,0.14
test-36671,0.07
test-36672,0.04
test-36673,0.16
test-36674,0.02
test-36675,0.12
test-36676,0.06
test-36677,0.13
test-36678,0.15
test-36679,0.02
test-3668,0.09
test-36680,0.27
test-36681,0.02
test-36682,0.01
test-36683,0.14
test-36684,0.01
test-36685,0.0
test-36686,0.37
test-36687,0.07
test-36688,0.0
test-36689,0.1
test-3669,0.04
test-36690,0.04416666666666666
test-36691,0.0
test-36692,0.02
test-36693,0.04
test-36694,0.13
test-36695,0.14
test-36696,0.29
test-36697,0.3673333333333333
test-36698,0.34
test-36699,0.39
test-367,0.07
test-3670,0.05
test-36700,0.26
test-36701,0.0
test-36702,0.0
test-36703,0.17
test-36704,0.13
test-36705,0.0
test-36706,0.14
test-36707,0.1
test-36708,0.12
test-36709,0.2
test-3671,0.17
test-36710,0.06
test-36711,0.01
test-36712,0.0
test-36713,0.05453691514476548
test-36714,0.0175
test-36715,0.04
test-36716,0.03
test-36717,0.23
test-36718,0.01
test-36719,0.0
test-3672,0.04
test-36720,0.04
test-36721,0.08
test-36722,0.06
test-36723,0.04
test-36724,0.03
test-36725,0.17
test-36726,0.09
test-36727,0.04
test-36728,0.0
test-36729,0.04
test-3673,0.14
test-36730,0.07366666666666666
test-36731,0.14
test-36732,0.12
test-36733,0.44
test-36734,0.1
test-36735,0.08
test-36736,0.0
test-36737,0.05017071451131642
test-36738,0.04
test-36739,0.11
test-3674,0.25
test-36740,0.03
test-36741,0.27
test-36742,0.01
test-36743,0.35
test-36744,0.03
test-36745,0.13
test-36746,0.0
test-36747,0.05
test-36748,0.03
test-36749,0.0
test-3675,0.09
test-36750,0.07
test-36751,0.07
test-36752,0.16
test-36753,0.06950410978315938
test-36754,0.41
test-36755,0.16
test-36756,0.2
test-36757,0.17
test-36758,0.01
test-36759,0.0
test-3676,0.22
test-36760,0.08
test-36761,0.01
test-36762,0.16
test-36763,0.05
test-36764,0.0
test-36765,0.32
test-36766,0.18
test-36767,0.2
test-36768,0.16
test-36769,0.11
test-3677,0.32
test-36770,0.07
test-36771,0.5994444444444444
test-36772,0.01
test-36773,0.13
test-36774,0.01
test-36775,0.15
test-36776,0.14
test-36777,0.15
test-36778,0.04
test-36779,0.03
test-3678,0.08
test-36780,0.02
test-36781,0.01
